"","SampleID","glycocholate","palmitoylethanolamide","hexadecanamide","dihydrosphingosine","trans-9-octadecenoic acid isomer","stearamide","lysophosphatidylethanolamine(0:0/16:0)","hypoxanthine","acetyl-β-glucosaminylamine","phytenate","cis-10-nonadecenoic acid","Dl-ala-Dl-ala","hexadecan-1-ol","3,4-epoxy-6,9-octadecadiene isomer","heneicosanoic acid","3-methyluridine","nutriacholic acid","α-tocopherol","5-methyluridine","p-tolualdehyde","geranylgeraniol","4α-formyl-4β-methyl-5α-cholesta-8,24-dien-3β-ol","5β-cholestane-3α,7α,12α,26-tetraol","7α-hydroxycholest-4-en-3-one","glycocholic acid","(±)-abscisic acid","Indole-3-lactic acid","D-glucuronic acid","lignoceric acid","2-phenylbutyric acid","palmitic acid","chol-11-enic acid","10-oxooctadecanoic acid|10-keto stearic acid","1-linoleoyl-rac-glycerol","deoxycholic acid","5-formylsalicylic acid","4α-carboxy-4β-methyl-5α-cholesta-8,24-dien-3β-ol","1-palmitoyl-GPE (16:0)","palmitoyl sphingomyelin (d18:1/16:0)","10-undecenoic acid","4-cholesten-3-one","1-ethyladenine","10-oxooctadecanoic acid/10-keto stearic acid isomer","aldosterone","tricosanoic acid","9-oxoode","homovanillic acid","glycerol 1-hexadecanoate","trans-cinnamic acid","coenzyme Q10","butylparaben","24,25-epoxycholesterol","2-hydroxy cinnamic acid","nicotinic acid","carnitine","kynurenic acid","lysophosphatidylethanolamine(0:0/15:0)","4-ethylphenol","delta2-THA","7-ketocholesterol","palmitoylethanolamide isomer","4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoic acid","7-ketodeoxycholic acid","D-(+)-malic acid","docosahexaenoic acid","stearoyl ethanolamide","13-hydroxyoctadecanoic acid","Hexadecasphinganine/C16 sphinganine","4α-hydroxymethyl-4β-methyl-5α-cholesta-8,24-dien-3β-ol","mannose","xanthine","4α-hydroxymethyl-5α-cholesta-8,24-dien-3β-ol","(±)12,13-DiHOME","stearidonic acid","N-acetyl-L-glutamic acid","1-(1Z-hexadecenyl)-sn-glycero-3-phosphoethanolamine","cholic acid","phytosphingosine","9-hydroxy-10E,12Z-octadecadienoic acid","erucic acid","γ-Tocopherol","γ-tocopherol/β-tocopherol","24S,25-epoxy-cholest-5-en-3β-ol","2-hexyldecanoic acid","glutamic acid","triamcinolone aceton","4α-carboxy-5α-cholesta-8,24-dien-3β-ol","oxoproline/pyroglutamic acid","3-(3-hydroxyphenyl)propanoic acid","12-ketodeoxycholic acid","Bis(2-ethylhexyl)-phthalate","glycidyl stearate","MG(0:0/18:3(9Z,12Z,15Z)/0:0) isomer","N-palmitoyl-sphinganine (d18:0/16:0)","5α-cholesta-8,24-dien-3-one","pentadecanoic acid","3,12 diketocholanic acid","cholesteryl laurate"
"IRD_53","IRD_53",765.7429305,1614.027509,879.6891828,53087.12657,5653.425293,298.082537,24800.21275,7106.710833,9253.155556,4098.292847,20117.5552,9006.343213,448152.6194,7280.05972,14250.6648,1769.677037,1047630.706,27281.91511,38574.9777,15158.32757,47306.30054,14554.51436,22936.13,50244.01228,30381.09063,88978.48796,14172.705,163571.255,612098.5182,38572.95989,63424.09231,1776704.466,16150.93354,3464365.38,2170.942286,19785.97111,46771.81188,1463.93929,21792.65455,14597.36971,46338.2374,71412.59333,3412.300405,9624.36631,76509.512,34808.337,29879.45624,328512.32,69570.237,75927.13778,10867.66538,11693.0983,20899.56763,370523.6325,153835.3491,31876.56688,6389.672867,26761.1348,72659.35108,6834.76062,77408.031,20464.42857,18708.7195,13571.2995,28608.9819,19732.31181,22364.436,26808.75425,365658.6918,102473.1257,30401.04456,5155.27,7750.61,29197.9812,74608.017,14736.27914,146138.3343,115776.6365,59242.70413,96520.27471,44387.091,29073.01091,144448.395,191033.6,206868.7757,133316.7055,343558.6367,86831.19,48441.47442,174525.2014,73880.00582,252695.7,987189.8289,3446434.5,42299.45575,5703.04,846790.99,27479.33187
"IRD_54","IRD_54",1097.881083,2161.533247,761.6702009,24316.35198,2118.085829,1332.672834,1071.321056,4479.825,17795.76273,2251.117554,276386.9293,13384.69,1286089.562,41886.28744,141822.287,2746.204529,295141.4412,56010.67425,7044.610526,4624.81604,24131.49195,16290.94611,44361.80583,3514.061861,11016.69829,19884.06,17436.342,29867.695,16375842.22,14721.38416,37617.32813,95226.764,4530.054858,181628.4027,57356.23227,2432.439833,49267.8,29167.4229,6219.47146,21503.33925,3760.904948,142670.1472,8505.411155,130665.574,875392.706,19521.79996,5711.480887,25906.93636,4235.4,533008.3867,8627.891026,13766.63424,6620.595001,349690.6992,100413.1543,27280.62299,80.29331554,3049.99,26712.51631,13158.89333,8960.621733,2984.718333,9816.374268,58082.54,12124.98291,7802.149556,22012.04,19040.24,140512.8832,9773.033333,11788.525,26229.36,9514.05,50548.99474,129687.2267,570.9697591,14368.53951,27738.94889,68918.58286,161454.0492,7323.518631,84281.12289,7354.949219,132573.6194,760930.9714,207123.1529,219256.7867,401426.8343,1261.830643,414466.3854,660.6242523,740691,1545656.515,6232986.732,48598.57457,57926.86,3151803.276,37168.92
"IRD_55","IRD_55",689.8852344,1762.453613,206.8830218,25215.13071,3376.131592,674.1685617,301143.5853,33871.054,5360.075,7405.245117,108985.8024,14122.48015,858253.656,15148.48653,97537.0096,447.2011196,40258.11636,26331.75556,807.1120082,12355.09467,90920.67867,5861.168701,14887.64063,14422.96179,13813.59342,7898.301653,9701.815,336114.3338,2409745.8,13219.67429,49222.66818,263810.1354,22176,281171.0564,12748.68338,3548.885023,39177.26462,7230.3322,6802.599902,0,32518.53,9761.962801,10804.86984,2169.31,372978.879,20420.87845,48799.0289,495106.5854,5253.477504,150973.3675,9061.405125,32263.63827,47265.2226,364896.3248,146484.9729,26528.65987,43581.43125,1230.13916,31002.41588,11247.7325,49703.6,209971.6575,2130.766846,308864.855,25469.74309,45163.0415,8422.925775,83951.088,61438.7025,239673.6275,45951.703,8450.826667,11885.5104,3724.926479,190980.9391,10520.92944,45813.83433,145713.0963,105023.724,657.2672526,19949.52338,30074.5725,201486.5,39906.305,653177.7033,317.6090349,5873.231337,340056.7943,5345.83075,278629.364,50.35442243,376162.65,1284481.502,3390348.229,128386.0125,78723.66,10391.42913,70955.68
"IRD_56","IRD_56",919.1108093,1545.199977,1137.818638,46965.12854,34412.54,15126.76,7188.038455,2242.206646,8495.524375,2728.057129,4898.550667,12036.735,673361.2737,1126.867486,34734.946,1424.57755,327786.2444,69219.92,4203.871373,7309.529297,20656.78676,51276.0275,83655.22667,4242.85505,17768.266,95910.47875,15489.27,20975.093,2493559.657,65261.69714,23985.19858,358285.95,27217.15237,617533.2,66100.33533,5590.541222,27177.61266,63612.72982,17262,9914.882571,2798.238434,2164.793167,14699.21471,87456.81267,361197.067,4068.206299,6182.629145,45668.57745,11212.38797,289608.0911,10453.1,9954.615039,10088.28354,49139.52,115554.195,14083.14814,2260.111481,8731.562398,42239.05,33360.732,5418.304688,3177.431636,10608.07007,126894.625,10112.74278,3063.0405,16885.80494,22249.9025,127428.4793,2396.301667,5213.406586,58645.4625,12645.08372,53297.05067,37607.04765,641.9046061,28768.21564,21698.29358,65422.98933,174669.5262,18513.09282,74332.4532,19345.09333,42338.394,706143.7714,209812.1114,210003.08,418159.8,1079.368333,356266.4456,3567.001992,429402.6,1128412.462,5289353.737,6393.408571,135330.62,6217449.42,31656.16
"IRD_57","IRD_57",484.7766113,1566.630458,296.9370117,18350.43129,3950.574097,1521.084752,638579.1093,23559.99938,6960.821,41062.32317,13464.5187,8114.521765,209521.9219,3490.59874,47350.0479,3692.194,564626.9025,50974.91437,30471.92578,7947.536,34361.48682,10604.76758,14474.56276,12531.90625,6791.26,121305.9532,13392.2628,37507.6966,1775712.127,15479.57143,55343.41444,151864.2552,13466.24287,314773.8217,4371.837333,6399.81575,9628.327992,24100.43556,66846.67556,43879.08678,63271.3565,33405.23139,20916.88981,2073.895996,385158.18,9038.089307,4710.79248,70844.7,6084.77,772008.1133,11042.19301,36951.0708,13529.08,249763.6549,62539.75497,10684.251,98438.098,3231.36,71510.1584,17374.17857,163047.703,47270.53867,8485.4,55183.97588,28238.4,979789.7242,10692.31641,33872.18333,249608.6923,19215.39,25101.16714,23595.14571,29406.61943,31963.68,82426.23475,12314.16927,13982.58338,218087.5486,177054.3876,107993.4369,42972.72193,95095.2203,24794.9425,235339.609,737758.4293,155931.375,207823.425,483564.79,8186.7807,135694.422,8421.857082,386303.85,1105301.275,2652992.16,24736.44,30767.74,4168654.736,30032.759
"IRD_58","IRD_58",248.8200153,2454.525,278.9631696,59424.44308,1137.102748,0,132.9935201,566.0590472,4214.272727,8078.51423,609.9444275,5399.062842,239046.7651,443.5959473,942.4470769,332.7393101,158.1988239,1905.319214,297.2587978,3059.877777,998.3593835,10315.54429,7363.286804,15783.267,4282.066406,4021.887905,2960.997625,3726.73448,31581.81,15398.04857,4102.336627,10875.07,1426.317981,16641.63,278.1449585,42.8771286,8507.391667,518.6412048,1553.261462,781.2807181,1734.302416,1455.385073,898.7231889,1011.260719,5334.26,2774.122477,625.2966054,187.7110252,695.3081665,21203.2275,12669.76,3478.595778,3859.365662,41856.0915,67809.02202,1513.014875,18.96643066,18.19859823,18419.87091,2675.828571,3733.655334,980.386875,827.8858032,3504.590282,993.7507589,3413.6,818.6208089,3769.712036,29576.70224,39820.12254,551.9556763,4097.755,117.5909843,1371.438368,497.209404,50.19287109,42216.01375,9112.615444,423.5836182,458.7279205,832.8666687,1825.991482,73939.12222,64699.32648,11386.08318,287.9748454,5022.85611,2024.547,383.0642521,129612.113,0,325132.4012,1369991.39,2534192.098,85331.86586,1149.72,9635.945853,10049.60889
"IRD_59","IRD_59",341.9936523,1866.8902,454.4239426,45127.28604,242.21875,209.5076032,219.6139984,551.0576172,2775.652,2101.154611,631.4481269,4097.716886,248146.3926,1349.879688,63.87237549,460.8484061,35.21968012,1034.057138,985.7481341,4313.324864,1053.131128,2680.045573,2910.808533,363.257728,951.0663452,7496.036673,413.4773064,611.2457104,1092.608961,3512.591146,3720.618774,5197.777806,1240.461914,1906.6978,105.1878581,61.16905721,1869.729411,658.0930481,1276.504517,262.757673,1088.379232,774.7617976,911.3227844,519.4313093,98.61578924,1334.536523,7885.966,91.89736872,2400.323625,11360.65667,11055.75275,1859.474121,14961.81451,6747.12031,23365.4957,179.7016558,20.21617012,2405.90034,3508.337708,1094.757758,1710.91532,175.7737593,2943.411667,814.7629765,1026.685376,1686.222857,209.9955322,4425.219307,19582.93455,9548.1995,517.456543,1201.098633,179.4210416,4089.575985,51.34974976,215.9865778,4945.088028,61635.13439,778.4998145,11764.863,1009.62321,698.8791138,23768.4875,63336.57273,1833.591258,1691.55,71664.75,379.1817011,380.9061802,163763.2846,0,551327.7046,1447716.456,5622782.347,11970.8575,3614.817261,2278.43,25271.06
"IRD_60","IRD_60",581.1325073,1828.988595,136.8113839,26722.45827,13961.14233,695.3642578,136983.6336,6358.08,6312.572,33009.9646,1495.072564,6587.649866,268576.489,987.6722527,24499.9146,712.248,2791.9032,26416.66429,1867.25,3955.065653,13650.83733,20349.68,4043.545695,1039.295638,8006.7125,948.4419759,7618.054688,215254.3047,1421193.063,15094.26111,17776.26379,324013.8734,2593.986719,587100.0374,12008.1324,3590.626667,24994.89063,37773.28038,20714.55469,68.59692383,66121.05067,7982.793746,1959.684408,3531.616425,176413.2845,32798.23333,4128.214024,355507.3626,1362.133092,351117.1667,4079.7244,31954.14,12962.76529,48940.91027,171082.2396,6197.144016,459.0013317,139.4743449,17994.81945,37737.7625,61163.30707,120513.3704,1675.327332,75069.38125,20361.67773,17075.996,3732.827271,7244.722893,356853.8583,136436.033,24564.25778,27630.92,31904.65385,5015.676082,27610.36444,12411.488,74044.03538,211768.4045,104803.528,972.1202698,168913.9656,45056.9433,12025.86,53782.46071,473955.88,469.2138672,1698.8,571687.835,1469.455778,174840.3607,0,280074.8575,1323752.343,3886994.281,268556.3984,1866.395665,5557.256592,15573.70145
"IRD_61","IRD_61",781.4391276,1665.724051,1484.79235,41472.81616,5114.049756,1026.866943,5278.477997,8857.255875,10264.803,3044.997925,110798.1802,9519.809091,224392.7183,20117.33333,20600.1768,1431.889381,191821.455,29043.84857,9636.123099,38603.5675,25753.8944,22727.22,21389.91429,81209.25,43221.708,59781.66429,18916.30955,58350.7905,1956975.24,39800.79429,43092,348618.4563,4895.312178,621301.2867,1795.590598,5212.852875,89642.96333,23615.346,8159.427515,547.2131784,12343.62,187725.3084,4465.251576,5477.001953,105154.74,82063.281,38035.01343,397784.574,236526.862,118280.3612,9377.897286,5954.034332,51720.43276,732082.6151,32726.80765,34125.23538,815.3411088,71637.04314,33382.85217,9066.546936,1316.8,9450.928667,4059.971298,53471.145,13769.71888,15899.202,4977.705522,39997.21275,281106.295,33542.94613,7794.2215,7644.956706,19219.662,3889.730382,69854.8086,586.0878906,110131.3926,42237.75895,101961.4221,2174.856761,5405.558333,84136.122,96031.08,59407.62533,439619.359,727.9176897,10041.00384,278560.919,57898.94,145835.52,0,562389.1684,1384288.641,5926310.655,212773.2269,66230.84,40671.54444,94195.3
"IRD_62","IRD_62",434.5962524,2038.897069,1042.142081,32031.79639,45753.84,1111.100098,371239.0392,50724.98025,8693.314,3661.741943,1151700.364,8468.890909,1065087.274,146737.8022,88221.44178,11220.88293,1769007.388,64764.4875,22038.2091,15349.536,23528.23314,25504.42098,54239.4775,46177.95429,56915.24316,9086.041085,8364.36325,59618.76533,10065545.04,64186.72941,85656.325,1760364.536,42103.595,3750661.558,15501.62812,48160.2696,39904.55167,29711.42833,20511.64,103654.9889,21506.44933,122773.917,16583.84,11268.72955,439140.744,187059.015,21728.38135,495666.9144,115569.9269,924762.0687,8099.9325,118854.2658,15485.92414,684489.8218,67806.715,15438.95113,22804.27875,58408.66,15913.99517,17954.33333,565671.1549,118942.3788,14281.36125,218938.2851,14948.22667,277528.272,297488.3737,48210.55125,55357.94,85885.91921,96921.63,31917.875,10208.763,78796.62231,60104.22,118664.7214,45181.01807,255053.3641,181879.4218,280466.3423,19148.99788,175299.916,166523.21,35079.05083,111579.9081,300205.5337,423619.037,58885.6455,90115.71817,490802.4212,221141.1309,318007.1778,959572.3886,944462.88,132515.7391,19646.83756,1265446.8,41889.74
"IRD_63","IRD_63",771.2995801,2007.480294,1595.163539,24671.2939,31368.26267,3209.68035,4497.263672,2272.946667,8411.236364,3234.641881,22700.8107,8927.454545,369036.9843,4261.47779,162100.0766,3632.16,122578.56,71898.16843,10059.235,6321.319962,31006.79986,17221.59863,52814.60308,5527.350943,7655.443726,28810.7025,11562.98273,15490.19333,8331299.505,30427.215,25902.2,204091.051,34783.55615,403255.627,120487.1665,4299.577778,43666.97301,100586.808,48319.9,11222.28094,2115.478706,21235.89022,41654.78571,166792.3987,1168247.486,6437.18396,6208.024597,42027.2468,6489.081143,1035961.043,8259.5277,15100.5025,4410.91,202844.1029,17544.163,28385.88114,1482.43482,4156.06897,41806.65963,27082.34,26026.24546,3652.153143,17970.09949,248522.3948,19835.12647,6976.773375,54435.94523,95844.438,108882.664,15468.81562,4302.150923,34406.6725,3465.411896,72005.81333,68596.5108,3034.892395,39318.08656,54384.57303,38767.84,240958.1731,18448.4082,70057.206,38887.32,66337.004,739648.516,207240.87,296447.45,434056.102,1245.575833,373144.1233,1880.803314,791048.4554,2030841.034,13458703.6,372128.3715,200514.92,1779151.027,28881.02
"IRD_64","IRD_64",669.644165,2644.456961,2498.807478,11731.51516,90265.77,1644.337385,5400.891422,5465.60775,5657.6,2261.197876,100133.3473,5092.056424,904086.3738,16765.82567,252437.6667,6655.804583,148476.524,65856.61714,110838.5005,13746.278,71572.75867,30648.92143,81133.07857,6869.081429,23612.77222,192808.62,25701.15936,33315.23388,21396838.55,49457.90571,88342.788,60791.8509,67720.40308,113035.2066,21826.7886,6453.1595,18842.67267,131997.6,62715.04,18880.66636,4771.999268,78839.00422,16012.49328,151132.3887,2016946.212,49790.80556,3613.665459,77262.4031,70520.70875,771337.41,7282.575625,17007.42136,1318.304967,174905.9273,68129.51512,16969.28691,1982.066717,39123.59588,56717.39153,27909.616,5078.934692,40723.7845,19476.26667,134138.55,13739.8366,8852.94,63106.70432,15217.58333,289873.664,35210.28761,25439.532,41690.9725,35321.67513,50035.37053,37622.4875,2234.929635,24635.88531,19652.8245,69114.05,214411.6229,52456.25,138267.4026,86443.7775,70123.85762,564390.0793,255211.88,282280.674,365109.6709,10076.65313,344012.0278,10451.71867,452643.9867,896860.9872,3448039.056,373628.6681,347960.48,1313607.625,54211.04
"IRD_65","IRD_65",542.8992188,2028.102461,1572.747345,13750.88677,73032.34333,1247.670201,56402.15345,33588.49722,4777.472,5359.936,19641.5674,5580.516357,411891.9427,3595.814026,71615.19589,2093.337559,1002842.493,29565,30205.27087,5312.836639,33604.89245,39420.38571,102648.3664,7269.074498,9818.791589,82172.3375,13455.44938,82087.01944,7282610.28,170228.9665,63111.492,371880.45,123775.1555,747310.05,17086.7475,15267.681,48598.38,17410.0591,29929.3017,9949.385507,2875.697184,8751.816476,21114.71662,56144.935,391162.64,157546.1608,2982.114454,42288.038,2353.783936,145369.4911,9643.614,16591.71332,3966.857143,358727.4908,1521.2076,24122.25815,16019.13144,1337.368,170781.002,24111.568,27236.65813,19857.88511,17455.4475,261458.2455,10618.70987,33942.95133,63415.16538,12225.0132,355701.0847,2117.4286,55546.5405,54205.4275,35440.7265,84703.63714,145424.9862,11075.6224,43290.15,86372.86764,92549.13033,330756.9477,28276.76756,95399.507,69664.01429,68790.83125,796558.9333,331624.8505,349826.328,477695.8235,4243.810649,275747.604,89245.07689,1578236.4,798257.793,1722703.84,216654.1036,89371.3,4680851.768,43259.22
"IRD_66","IRD_66",654.1902246,1537.868827,148.9308384,27751.96306,50581.96943,317.7941895,914528.1996,51697.77563,6028.051875,84655.65996,9192.288,6658.494545,275838.6714,3126.453667,46617.12,21996.42867,649154.1719,116862.3228,36080.2475,56305.50357,76937.57227,13588.86,27223.768,234346.56,7440.456299,17258.44807,20464.68667,256232.0191,1964409.537,28067.21206,32375.52458,303597.4884,73223.73067,401918.314,4929.89764,14113.4175,33713.125,36565.254,50157.964,27879.43719,36160.2297,335135.5216,31487.92627,8369.87558,242202.101,9095.329871,24348.85799,60203.616,77511.19444,485862.405,8298.70275,31844.43967,25265.52,593000.92,72329.79538,63058.07887,43784.34317,2722.81662,136447.6189,6593.090381,251737.8547,63389.4962,15729.04742,189888.12,39478.01964,136291.71,15833.93954,39875.50375,226399.3271,13452.8058,103525.995,4635.65,8567.259556,26602.96,55963.97691,11853.95022,36351.99303,433598.9607,29053.06286,72979.095,631583.0103,145664.52,42857.505,56164.67547,790303.0614,71077.149,293283.048,458921.23,22828.06244,261499.641,61437.50725,159231.0656,978341.5096,2070163.815,165131.945,61664.32007,681942.08,42323.9
"IRD_67","IRD_67",1555.099609,1719.06529,668.5319824,25570.33334,68088.94249,1810.824142,33157.72412,6539.152889,7284.06,5099.082581,15835.24463,7736.656641,335993.4383,2642.689323,80619.5916,1679.270157,33432.10218,62288.97033,3579.670794,7710.094116,18362.65275,25395.35583,47005.92,1544.508,9835,110579.6962,10820.166,30313.27931,3636457.636,21615.15991,35234.775,24862.30885,57198.518,40397.37945,26668.71057,8524.779125,23337.53525,18530.4553,22797.152,528725.925,3344.327545,6638.17,27300.43279,128025.6513,667662.2,15563.64375,4593.662175,50039.1288,2730.827257,411881.4889,6787.293,19173.34733,4136.94,477932.089,73782.1812,9472.9375,8893.776,1585.572459,44360.5955,24545.852,16451.07672,8672.993333,20467.39075,323754.5748,7069.44,6493.8,22872.37714,14037.24,98578.94,93406.2,3524.453364,14009.087,11311.9445,51310.34462,132803.2333,2915.854732,26578.29323,29313.30327,34455.38006,185449.92,4882.448914,137634.954,25674.9,47233.605,1078175.921,160897.7825,297315.2722,544442.2707,2541.5418,280073.3166,4008.676998,319038.75,1242322.429,6284121.943,33864.272,38646.33486,127345.5167,21253.995
"IRD_68","IRD_68",1030.88101,1228.930054,475.9814104,19500.0473,4280,1449.962681,63798.33385,3130.506833,6608.06,2002.309152,135594.2616,8713.1375,820224.2131,27173.10856,76888.95667,6569.880894,19643.7675,69558.56,148103.9169,6157.799072,58234.48057,40829.27727,24236.10934,6991.670909,9978.453333,252560.1375,11255.0625,39578.84786,3482530.92,48335.69087,32963.034,12557.06665,58552.33231,14695.7959,27933.96818,1585.956494,64792.07,39376.2806,13321.3088,74437.50243,4343.861664,2524.950739,13952.66346,99055.29667,290276.193,61676.79818,7191.679459,10346.29125,1850.674918,315420.41,8698.295667,36968.99692,1755.301775,343974.8455,46166.6007,64856.685,14759.68375,485.8297526,4998.13385,43471.495,31088.83933,15747.9252,9231.3,203660.5609,14261.32267,7606.941375,39524.35869,12790.07333,316226.4214,74810.42383,10944.5985,46911.2,144711.7067,51074.04444,67315.5031,7635.049811,9725.4955,24318.048,541168.3968,159169.8489,11201.39603,63840.267,42278.145,26894.44,559726.59,152461.13,165722.0833,365104.35,863.4509091,333264.2933,148.2113514,398038.05,1233487.552,3027364.822,51208.86375,64284,123055.4,24429.54
"IRD_69","IRD_69",804.3932699,2842.328667,321.7234584,5958.941206,102248.6818,416.0658569,36652.16994,6509.8196,4323.7125,1270.041504,15297.89007,4092.778638,311276.9088,3354.989246,93988.50556,6785.005014,79295.2875,66313.62115,16539.172,4330.0448,27033.47709,17473.70768,34434.7575,9586.165423,8478.145,197198.55,6598.83375,24931.63367,3856290.124,22099.317,30240.76135,26030.60687,72622.68273,50281.3288,66877.42887,4431.135556,16052.27086,55286.118,8229.414868,33012.3625,1497.538086,5937.020253,32430.2959,88718.14,599469.822,20457.08438,4446.706352,89381.43111,1536.170079,616180.4513,7554.178125,8948.100586,1177.156494,149256.2101,20321.29336,22488.57111,12974.69081,751.366,89135.809,15788.43212,11779.88652,4679.460364,25440.525,199962.8194,15193.44325,41272.96388,35643.2392,8090.236667,272347.905,44854.63314,12170.86413,20047.875,2997.297348,61469.52455,78663.0944,2559.5125,49844.58094,18131.47457,36009.29796,239837.1638,3607.379173,128096.4267,33862.8225,57317.06025,529857.9436,196252.2863,277820.052,309547.2846,1068.728196,293366.4551,11939.04544,327376.2327,889220.703,1219131.938,96634.66214,76826.22,190278.1833,13485.1942
"IRD_70","IRD_70",554.1161358,462.9077846,1433.696263,11340.22744,7726.100952,35720.79385,1469828.093,38918.37375,4584.56,2042.196307,564447.9511,8693.170166,371057.9223,93148.45,42283.178,22779.57825,159834.9264,25766.09625,57122.15914,53387.5525,99972.44111,5460.850016,6148.208186,141196.9387,89889.575,2877.972412,7224.2005,465141.8475,1297723.488,10229.77429,36489.365,2084032.332,19462.2962,4242018.192,3729.179813,19472.17067,49792.065,36217.8,8624.05708,46884.292,23648.92444,7954.283769,71139.43182,7024.82,119517.104,60106.84556,12129.12,2064987.37,204363.5275,150825.3863,14754.64375,14602.74646,12110.61401,169362.9725,39526.21852,12530.70267,161470.7912,103781.2879,40309.83864,14294.232,48427.96184,61287.4592,14305.65839,41327.04163,83188.244,35006.5415,24323.595,8338.403111,99461.158,398503.215,38151.75763,11735.5,13140.13986,16802.97374,116063.118,443775.521,132105.642,96107.008,53488.82117,38135.84,17373.837,129823.2853,76826.295,57938.64124,307308.0514,18312.42,215752.1478,164512.1086,180765.3075,222429.1,82993.35111,301313.5182,929501.268,2970689.048,240068.75,61495.28,26067.10889,42201.96
"IRD_71","IRD_71",2010.042145,769.732666,286.7986247,11115.78118,13309.26514,751.2951137,8595.644,3157.71675,6152.207373,2814.942662,16343.0481,5750.455518,334759.7232,3229.624741,211629.5444,5415.916375,29890.0239,33333.95125,12579.54969,7349.798571,27898.71067,25253.34545,16664.54327,35244.45,8903.930664,10861.26429,4373.755,108.7524923,7223004.131,27812.25375,73468.05889,10647.77769,50314.94222,11958.66567,40022.073,1740.674571,31687.8054,26163.8233,17101.17167,19808.32822,2937.899094,16535.02233,30525.34154,25448.157,1486032.5,6058.117676,5575.492683,22631.85,8382.73875,1194804.875,5772.4925,16639.10485,1273.635053,169566.6709,49188.07227,3211.084508,1848.8085,3813.340367,22989.42857,13907.19,233420.4329,148399.888,11278.77,449.0236368,11079.98171,107344.2074,42815.25678,45560.2875,254746.7725,41239.93333,5699.84425,6963.84,1351.509116,13841.55,67170.8643,408.5605347,13334.13014,27268.2,44533.88414,52039.46,7167.801056,55978.1816,47094.82375,153885.7106,532925.4345,38898.43182,268758.922,293076.2089,1070.982294,363439.41,1109.745,285037.65,883866.6,2428120.441,29282.44,79811.74,66517.16333,12350.99857
"IRD_72","IRD_72",727.587382,187.781311,379.9896066,3406.738559,7484.977295,343.7805176,515036.8472,53251.9596,3992.543333,5191.934396,134706.859,5717.945642,1171055.449,20287.10058,101285.8629,13763.72262,366528.008,39546.98857,38728.72,34713.1725,78943.04,31170.54667,4441.245667,169381.6462,32395.43566,26363.70589,13537.368,273141.8055,7192902.535,6325.456421,58580,2361073.95,39369.76727,3294201.978,7141.549,26757.5885,28764.35,60351.75273,22195.53462,3193.91503,108833.2166,19787.46928,2891.182,21319.83741,474230.3867,113119.7236,2797.884652,1791602.162,9583.237479,259185.4475,5367.041103,43153.16827,14688.53486,168024.8231,167401.6595,10857.5175,105675.1249,5688.346667,102224.8427,11819.808,185765.4077,337056.3889,4605.240417,220905.22,360342.864,139815.032,5717.610485,43520.92875,190834.15,63694.51123,59351.76825,8919.463484,76113.26329,3984.583333,5128.271722,16298.4806,159357.0872,240857.2966,269796.0413,2350.575352,28897.8305,69195.98111,218451.1825,36221.26405,273113.279,765.0486215,37825.65,139639.902,16168.59544,268183.2837,36069.19363,428235.927,938570.6211,2906704.71,38669.4055,15573.48,124419.3189,16411.9258
"IRD_73","IRD_73",532.1151349,176.4152134,284.9589844,7072.711515,24231.59128,509.7592948,1091294.794,15993.744,3575.371111,6497.484375,92073.7454,6236.181951,387878.7034,12380.47084,31583.61527,998.7374268,677052.2021,136230.9887,26193.21971,2595.249715,83116.784,11390.32837,19798.06214,12378.12042,47379.44454,7839.541667,23648.47778,59991.12854,1739162.618,14311.695,31308.73556,4628752.089,24136.92422,8612989.183,774.1720276,17454.1926,47732.17,17604.6024,40592.965,225.4581299,130845.6,38323.22483,19616.64,4440.990509,178891.7317,14086.58919,26675.11017,1641483.563,1403.607806,150565.4975,4336.174247,19935.86309,25772.98763,243352.3862,141250.3416,11543.86558,642976.4876,44.96008301,243395.936,7272.097153,96695.94814,18071.30756,8707.892944,32725.75688,68302.85222,30995.58367,15290.62236,12453.822,214769.1433,420536.57,28541.06661,13899.34,16908.5095,1438.432,31722.9501,30848.18077,188965.8511,188345.6605,30981.02,1700.508333,15940.88794,41638.412,143176.075,49746.375,219319.9633,687.7653285,122550.615,4967.018,26660.496,220331.892,11399.90222,198133.1621,744335.944,1680831.451,131712.2845,15423.57213,92737.52222,47764.3
